// Note : Å°(ID)¿Í ³»¿ëÀº ¹Ýµå½Ã ÅÇÀ¸·Î ±¸ºÐµÇ¾î¾ß ÇÕ´Ï´Ù.
//
IN_000_000	Swords [Dex]
ID_011_069	Values will be assigned randomly within the range set. An extra option of +1 ~ +10 Offense can be added at random. Note that the extra option may not be added at all. The current upgrade value will be retained upon failure.
IN_011_070	Reinforced Weapon Grindstone [+4 ~ +7]
ID_011_070	Values will be assigned randomly within the range set. An extra option of +1 ~ +10 Offense can be added at random. Note that the extra option may not be added at all. The current upgrade value will be retained upon failure.
IN_011_071	Reinforced Weapon Grindstone [+4 ~ +8]
ID_011_071	Values will be assigned randomly within the range set. An extra option of +1 ~ +10 Offense can be added at random. Note that the extra option may not be added at all. The current upgrade value will be retained upon failure.
IN_011_072	Reinforced Weapon Grindstone [+4 ~ +9]
ID_011_072	Values will be assigned randomly within the range set. An extra option of +1 ~ +10 Offense can be added at random. Note that the extra option may not be added at all. The current upgrade value will be retained upon failure.
IN_011_073	Reinforced Weapon Grindstone [+5 ~ +7]
ID_011_073	Values will be assigned randomly within the range set. An extra option of +1 ~ +10 Offense can be added at random. Note that the extra option may not be added at all. The current upgrade value will be retained upon failure.
IN_011_074	Reinforced Weapon Grindstone [+5 ~ +8]
ID_011_074	Values will be assigned randomly within the range set. An extra option of +1 ~ +10 Offense can be added at random. Note that the extra option may not be added at all. The current upgrade value will be retained upon failure.
IN_011_075	Reinforced Weapon Grindstone [+5 ~ +9]
ID_011_075	Values will be assigned randomly within the range set. An extra option of +1 ~ +10 Offense can be added at random. Note that the extra option may not be added at all. The current upgrade value will be retained upon failure.
IN_011_076	Reinforced Weapon Grindstone [+5 ~ +10]
ID_011_076	Values will be assigned randomly within the range set. An extra option of +1 ~ +10 Offense can be added at random. Note that the extra option may not be added at all. The current upgrade value will be retained upon failure.
IN_011_077	Reinforced Weapon Grindstone [+6 ~ +9]
ID_011_077	Values will be assigned randomly within the range set. An extra option of +1 ~ +10 Offense can be added at random. Note that the extra option may not be added at all. The current upgrade value will be retained upon failure.
IN_011_078	Reinforced Weapon Grindstone [+6 ~ +10]
ID_011_078	Values will be assigned randomly within the range set. An extra option of +1 ~ +10 Offense can be added at random. Note that the extra option may not be added at all. The current upgrade value will be retained upon failure.
IN_011_079	Reinforced Armor Coating Oil [+1 ~ +6]
ID_011_079	Values will be assigned randomly within the range set. The current upgrade value will be retained upon failure.
IN_011_080	Reinforced Armor Coating Oil [+2 ~ +6]
ID_011_080	Values will be assigned randomly within the range set. The current upgrade value will be retained upon failure.
IN_011_081	Reinforced Armor Coating Oil [+2 ~ +7]
ID_011_081	Values will be assigned randomly within the range set. The current upgrade value will be retained upon failure.
IN_011_082	Reinforced Armor Coating Oil [+3 ~ +7]
ID_011_082	Values will be assigned randomly within the range set. The current upgrade value will be retained upon failure.
IN_011_083	Reinforced Armor Coating Oil [+3 ~ +8]
ID_011_083	Values will be assigned randomly within the range set. The current upgrade value will be retained upon failure.
IN_011_084	Reinforced Armor Coating Oil [+3 ~ +9]
ID_011_084	Values will be assigned randomly within the range set. The current upgrade value will be retained upon failure.
IN_011_085	Reinforced Armor Coating Oil [+4 ~ +7]
ID_011_085	Values will be assigned randomly within the range set. The current upgrade value will be retained upon failure.
IN_011_086	Reinforced Armor Coating Oil [+4 ~ +8]
ID_011_086	Values will be assigned randomly within the range set. The current upgrade value will be retained upon failure.
IN_011_087	Reinforced Armor Coating Oil [+4 ~ +9]
ID_011_087	Values will be assigned randomly within the range set. The current upgrade value will be retained upon failure.
IN_011_088	Reinforced Armor Coating Oil [+5 ~ +7]
ID_011_088	Values will be assigned randomly within the range set. The current upgrade value will be retained upon failure.
IN_011_089	Reinforced Armor Coating Oil [+5 ~ +8]
ID_011_089	Values will be assigned randomly within the range set. The current upgrade value will be retained upon failure.
IN_011_090	Reinforced Armor Coating Oil [+5 ~ +9]
ID_011_090	Values will be assigned randomly within the range set. The current upgrade value will be retained upon failure.
IN_011_091	Reinforced Armor Coating Oil [+5 ~ +10]
ID_011_091	Values will be assigned randomly within the range set. The current upgrade value will be retained upon failure.
IN_011_092	Reinforced Armor Coating Oil [+6 ~ +9]
ID_011_092	Values will be assigned randomly within the range set. The current upgrade value will be retained upon failure.
IN_011_093	Reinforced Armor Coating Oil [+6 ~ +10]
ID_011_093	Values will be assigned randomly within the range set. The current upgrade value will be retained upon failure.
IN_011_094	Weapon Grindstone Box
ID_011_094	A box containing Weapon Grindstones. Note that Weapon Grindstones may decrease the current upgrade level of your weapon on failure.
IN_011_095	Reinforced Weapon Grindstone Box
ID_011_095	A box containing Reinforced Weapon Grindstones. Note that the upgrade value of the weapon will be retained on failure.
IN_011_096	Perfect Weapon Grindstone Box
ID_011_096	A box containing Perfect Weapon Grindstone which can be acquired at a certain rate. Note that a Reinforced Weapon Grindstone will be acquired if the Perfect Weapon Grindstone is not acquired.
IN_011_097	Armor Coating Oil Box
ID_011_097	A box containing Armor Coating Oil. Note that Armor Coating Oil may decrease the current upgrade level of your weapon on failure.
IN_011_098	Reinforced Armor Coating Oil Box
ID_011_098	A box containing Reinforced Armor Coating Oil. Note that the upgrade value of the armor will be retained on failure.
IN_011_099	Perfect Armor Coating Oil Box
ID_011_099	A box containing Perfect Armor Coating Oil which can be acquired at a certain rate. Note that a Reinforced Armor Coating Oil will be acquired if the Perfect Armor Coating Oil is not acquired.
IN_011_100	Low Weapon Grindstone [+1 ~ +4]
ID_011_100	Values will be assigned randomly within the range set. Can only be used by characters with levels 1 to 100.
IN_011_101	Low Weapon Grindstone [+1 ~ +6]
ID_011_101	Values will be assigned randomly within the range set. Can only be used by characters with levels 1 to 100.
IN_011_102	Low Armor Coating Oil [+1 ~ +4]
ID_011_102	Values will be assigned randomly within the range set. Can only be used by characters with levels 1 to 100.
IN_011_103	Low Armor Coating Oil [+1 ~ +6]
ID_011_103	Values will be assigned randomly within the range set. Can only be used by characters with levels 1 to 100.
IN_012_000	Basic Upgrade Set
ID_012_000	Right-Click the item to unpack
IN_012_001	Synthesizer Upgrade Set
ID_012_001	Right-Click the item to unpack
IN_012_002	Resistance Upgrade Set
ID_012_002	Right-Click the item to unpack
IN_012_003	Fine Burr Bundle [6]
ID_012_003	Right-Click the item to unpack
IN_012_004	Luxury Protection Potion Bundle [6]
ID_012_004	Right-Click the item to unpack
IN_012_005	Luxury Resistance Upgrade Set
ID_012_005	
IN_012_006	Fine Iron[6]
ID_012_006	
IN_012_007	Fine Sodium[6]
ID_012_007	
IN_012_008	Fine Crystal[6]
ID_012_008	
IN_012_009	Fine Silver[6]
ID_012_009	
IN_012_010	Opulent Bone Powder[6]
ID_012_010	
IN_013_000	Wooden Arrow
ID_013_000	
IN_013_001	Upgraded Wooden Arrow
ID_013_001	
IN_013_002	Silver Arrow
ID_013_002	
IN_013_003	Upgraded Silver Arrow
ID_013_003	
IN_013_004	Mizoli Arrow
ID_013_004	
IN_013_005	Upgraded Mizoli Arrow
ID_013_005	
IN_013_006	Fiery Arrow
ID_013_006	
IN_013_007	Upgraded Fiery Arrow
ID_013_007	
IN_014_000	Script Arrow
ID_014_000	
IN_014_001	Upgraded Script Arrow
ID_014_001	
IN_014_002	Talis Arrow
ID_014_002	
IN_014_003	Upgraded Talis Arrow
ID_014_003	
IN_014_004	Divine Arrow
ID_014_004	
IN_014_005	Upgraded Divine Arrow
ID_014_005	
IN_014_006	Divine Destiny Arrow
ID_014_006	
IN_014_007	Upgraded Divine Destiny Arrow
ID_014_007	
IN_015_000	Normal Ganil Stone
ID_015_000	
IN_015_001	Janaohu Ganil
ID_015_001	
IN_015_002	Iron Fist Ganil
ID_015_002	
IN_015_003	Black Knife Ganil
ID_015_003	
IN_015_004	Great Knife Ganil
ID_015_004	
IN_015_005	AluHagen Ganil
ID_015_005	
IN_015_006	Heyanoru Ganil
ID_015_006	
IN_015_007	Daramai Ganil
ID_015_007	
IN_015_008	Aida Ganil
ID_015_008	
IN_015_009	Adonia Ganil
ID_015_009	
IN_015_010	Sarandu Ganil
ID_015_010	
IN_016_000	Rare Ganil Stone
ID_016_000	
IN_016_001	Retinum
ID_016_001	
IN_016_002	Hardening agent
ID_016_002	
IN_017_000	Unique Ganil Stone
ID_017_000	
IN_017_001	Ganil
ID_017_001	
IN_018_000	Temp
ID_018_000	
IN_018_001	Weapon Refine Stone
ID_018_001	Material for weapons
IN_018_002	Mid Weapon Refine Stone
ID_018_002	Material for weapons
IN_018_003	High Weapon Refine Stone
ID_018_003	
IN_018_011	Armor Refine Stone
ID_018_011	Material for armors
IN_018_012	Mid Armor Refine Stone
ID_018_012	Material for armors
IN_018_013	High Armor Refine Stone
ID_018_013	
IN_018_021	Mable Stone
ID_018_021	Material for accessories
IN_018_022	Mid Mable Stone
ID_018_022	Material for accessories
IN_018_031	Liquid Potion
ID_018_031	A special liquid available on jack
IN_018_032	Vitality Pill
ID_018_032	Medical enchant
IN_018_033	Distilled Water
ID_018_033	Distilled water available on jack.
IN_018_041	Ginseng
ID_018_041	2-3 years old Ginseng.
IN_018_051	Snow Crystal
ID_018_051	
IN_018_052	Snow Teardrops
ID_018_052	
IN_019_000	Daggers [All]
ID_019_000	
IN_019_001	Majestic Dagger [Ice]
ID_019_001	
IN_019_002	Majestic Dagger [Electric]
ID_019_002	
IN_019_003	Majestic Dagger [Fire]
ID_019_003	
IN_019_004	Lace Dagger
ID_019_004	
IN_019_005	Saber
ID_019_005	
IN_019_006	XinYue Dagger
ID_019_006	
IN_019_007	Majestic Dagger
ID_019_007	
IN_019_008	Cresent Fury
ID_019_008	
IN_020_000	Temp
ID_020_000	
IN_021_000	Temp
ID_021_000	
IN_021_001	Mid Mable Wooden Necklace
ID_021_001	
IN_021_002	Mid Mable Wooden Darkish Necklace
ID_021_002	
IN_021_003	Mid Mable Stone Necklace
ID_021_003	
IN_021_004	Mid Mable Osteal Necklace
ID_021_004	
IN_021_005	Mid Mable Bone Rosary 
ID_021_005	
IN_021_051	Mid Mable Copper Tin Ring
ID_021_051	
IN_021_052	Mid Mable Copper Ring
ID_021_052	
IN_022_000	Temp
ID_022_000	
IN_022_001	Fermentation Potion
ID_022_001	
IN_022_002	Vitality HP Recover Potion
ID_022_002	
IN_022_003	Vitality MP Recover Potion
ID_022_003	
IN_022_004	Vitality SP Recover Potion
ID_022_004	
IN_022_005	Ginseng HP Potion
ID_022_005	
IN_022_006	Ginseng MP Potion
ID_022_006	
IN_022_007	Ginseng SP Potion
ID_022_007	
IN_022_021	Yellow Refine Pill
ID_022_021	
IN_023_000	Weapon
ID_023_000	
IN_023_001	Club
ID_023_001	
IN_023_002	Iron Stick
ID_023_002	
IN_023_003	Wood Stick
ID_023_003	
IN_023_004	Aluminum Stick
ID_023_004	
IN_023_005	Spike Stick
ID_023_005	
IN_023_006	Ternary Stick
ID_023_006	
IN_023_007	Special Stick
ID_023_007	
IN_023_008	Golf Club
ID_023_008	
IN_023_009	Hockey Stick
ID_023_009	
IN_023_010	Marking Board
ID_023_010	
IN_023_011	Special Broom
ID_023_011	A broom specially made to take out mutated trash. Return to the Locker Guardian after use.
IN_023_012	Aluminum Stick
ID_023_012	
IN_024_000	Temp
ID_024_000	
IN_025_000	Temp
ID_025_000	
IN_026_000	Temp
ID_026_000	
IN_027_000	Qi Bow
ID_027_000	
IN_027_001	Lite DuanQi Bow 
ID_027_001	
IN_027_002	Lite ZhunQi Bow 
ID_027_002	
IN_027_003	Lite Practice Bow 
ID_027_003	
IN_027_004	Competition Bow 
ID_027_004	
IN_027_005	Lite Alloy Bow 
ID_027_005	
IN_027_006	Lite Giant Bow 
ID_027_006	
IN_027_007	Lite Hunter Bow 
ID_027_007	
IN_027_008	Lite Long Bow 
ID_027_008	
IN_027_009	Lite Wide Bow 
ID_027_009	
IN_027_010	Lite Sync Bow 
ID_027_010	
IN_027_011	Lite Iron Bow 
ID_027_011	
IN_027_012	Lite Steel Bow 
ID_027_012	
IN_027_013	Lite Sparring Bow 
ID_027_013	
IN_027_014	Lite Genie Bow 
ID_027_014	
IN_027_015	Lite Sage Bow 
ID_027_015	
IN_027_016	Light Lightning Bow
ID_027_016	
IN_028_000	Swords [Pow]
ID_028_000	
IN_028_001	Novice Bamboo Blade
ID_028_001	
IN_028_002	Bamboo Blade 
ID_028_002	
IN_028_003	Half-Moon Blade
ID_028_003	
IN_028_004	Full-Moon Blade 
ID_028_004	
IN_028_005	Gold Blade 
ID_028_005	
IN_028_006	Silver Blade
ID_028_006	
IN_028_007	Flying Blade
ID_028_007	
IN_028_008	Cloud Blade
ID_028_008	
IN_028_009	Wind Blade
ID_028_009	
IN_028_010	BaGua Blade
ID_028_010	
IN_028_011	Broad Blade 
ID_028_011	
IN_028_012	Giant Blade 
ID_028_012	
IN_028_013	JiuHun Blade 
ID_028_013	
IN_028_014	Slayer Blade 
ID_028_014	
IN_028_015	Iron Blade 
ID_028_015	
IN_028_016	Rune Blade
ID_028_016	
IN_028_017	Treasure Blade 
ID_028_017	
IN_028_018	Punishment Blade
ID_028_018	
IN_028_019	Noble Blade
ID_028_019	
IN_028_020	Gold Blade
ID_028_020	
IN_028_021	Double Blade
ID_028_021	
IN_029_000	Shared Bow
ID_029_000	
IN_029_001	Short Bow 
ID_029_001	
IN_029_002	Accurate Bow 
ID_029_002	
IN_029_003	JianXi Bow 
ID_029_003	
IN_029_004	JingXai Bow 
ID_029_004	
IN_030_000	Small Bow
ID_030_000	
IN_030_001	Bend Bow 
ID_030_001	
IN_030_002	Cross Bow 
ID_030_002	
IN_030_003	Hunter Bow 
ID_030_003	
IN_030_004	Wood Bow 
ID_030_004	
IN_030_005	Upgraded Short Bow
ID_030_005	
IN_030_006	Fusion Wood Bow
ID_030_006	
IN_030_007	Iron Bow
ID_030_007	
IN_030_008	Upgraded Iron Bow
ID_030_008	
IN_030_009	Sparring Bow
ID_030_009	
IN_030_010	Horn Bow
ID_030_010	
IN_030_011	Upgraded Horn Bow
ID_030_011	
IN_030_012	High Bow
ID_030_012	
IN_030_013	Upgraded High Bow
ID_030_013	
IN_030_014	Imperial Bow 
ID_030_014	
IN_030_015	Upgraded Imperial Bow
ID_030_015	
IN_031_000	Big Bow
ID_031_000	
IN_031_001	Alloy Bow
ID_031_001	
IN_031_002	Giant Alloy Bow 
ID_031_002	
IN_031_003	Hunter Alloy Bow 
ID_031_003	
IN_031_004	Long Wood Bow 
ID_031_004	
IN_031_005	Ugraded Long Bow 
ID_031_005	
IN_031_006	Fusion Long Bow 
ID_031_006	
IN_031_007	Iron Long Bow 
ID_031_007	
IN_031_008	Ugraded Iron Long Bow 
ID_031_008	
IN_031_009	Sparring Alloy Bow 
ID_031_009	
IN_031_010	Genie Bow 
ID_031_010	
IN_031_011	Ugraded Genie Bow 
ID_031_011	
IN_031_012	Ritual Bow 
ID_031_012	
IN_031_013	Ugraded Ritual Bow 
ID_031_013	
IN_031_014	Pack Bow 
ID_031_014	
IN_031_015	Ugraded Pack Bow 
ID_031_015	
IN_032_000	Common Gloves
ID_032_000	
IN_032_001	Violent Gloves 
ID_032_001	
IN_032_002	Cotton Gloves
ID_032_002	
IN_032_003	Cotton Gloves [B]
ID_032_003	
IN_032_004	Sports Gloves
ID_032_004	
IN_032_005	Sports Gloves [B]
ID_032_005	
IN_032_006	Training Gloves
ID_032_006	
IN_032_007	Training Gloves [B]
ID_032_007	
IN_032_008	Iron Gloves
ID_032_008	
IN_032_009	Iron Gloves [B]
ID_032_009	
IN_033_000	Brawler Gloves
ID_033_000	
IN_033_001	Judo Gloves [C]
ID_033_001	
IN_033_002	Judo Gloves [B]
ID_033_002	
IN_033_003	Fighter Gloves [D]
ID_033_003	
IN_033_004	Fighter  Gloves [C]
ID_033_004	
IN_033_005	Fighter  Gloves [B]
ID_033_005	
IN_033_006	Brawler Gloves [D]
ID_033_006	
IN_033_007	Brawler Gloves [C]
ID_033_007	
IN_033_008	Brawler Gloves [B]
ID_033_008	
IN_033_009	Mercenary Gloves [D]
ID_033_009	
IN_033_010	Mercenary Gloves [C]
ID_033_010	
IN_033_011	Mercenary Gloves [B]
ID_033_011	
IN_033_012	C Lvl Steel Spar Glv.
ID_033_012	
IN_033_013	B Lvl Steel Spar Glv.
ID_033_013	
IN_033_014	A Lvl Steel Spar Glv.
ID_033_014	
IN_033_015	C Lvl Rock Mil. Glove
ID_033_015	
IN_033_016	B Lvl Rock Mil. Glv
ID_033_016	
IN_033_017	A Lvl Rock Mil. Glv
ID_033_017	
IN_033_018	C Mithril Gloves
ID_033_018	
IN_033_019	B Mithril Gloves 
ID_033_019	
IN_033_020	A Mithril Gloves 
ID_033_020	
IN_034_000	Swordsman Gloves
ID_034_000	
IN_034_001	Kendo Gloves [C]
ID_034_001	
IN_034_002	Kendo Gloves [B]
ID_034_002	
IN_034_003	Shogun Gloves [D]
ID_034_003	
IN_034_004	Shogun Gloves [C]
ID_034_004	
IN_034_005	Shogun Gloves [B]
ID_034_005	
IN_034_006	Vagrant Gloves [D]
ID_034_006	
IN_034_007	Vagrant Gloves [C]
ID_034_007	
IN_034_008	Vagrant Gloves [B]
ID_034_008	
IN_034_009	Drifter Gloves [D]
ID_034_009	
IN_034_010	Drifter Gloves [C]
ID_034_010	
IN_034_011	Drifter Gloves [B]
ID_034_011	
IN_034_012	C Lvl Steel Swrd Glv.
ID_034_012	
IN_034_013	B Lvl Steel Swrd Glv.
ID_034_013	
IN_034_014	A Lvl Steel Swrd Glv.
ID_034_014	
IN_034_015	C lvl Rock Swrd Glv.
ID_034_015	
IN_034_016	B lvl Rock Swrd Glv.
ID_034_016	
IN_034_017	A lvl Rock Swrd Glv.
ID_034_017	
IN_034_018	C Damascus Gloves 
ID_034_018	
IN_034_019	B Damascus Gloves
ID_034_019	
IN_034_020	 Damascus Gloves 
ID_034_020	
IN_035_000	Archer Gloves
ID_035_000	
IN_035_001	Tight Gloves [C]
ID_035_001	
IN_035_002	Tight Gloves [B]
ID_035_002	
IN_035_003	Hunter Gloves [D]
ID_035_003	
IN_035_004	Hunter Gloves [C]
ID_035_004	
IN_035_005	Hunter Gloves [B]
ID_035_005	
IN_035_006	Archer Gloves [D]
ID_035_006	
IN_035_007	Archer Gloves [C]
ID_035_007	
